symbol	sFH14_1	sFH14_2	sFH14_3	sFH14_4	sFH14_5	sFH14_6	sFH14_7	sFH14_8
ENSG00000278985	4	0	0	0	0	0	0	0
ENSG00000278986	10	0	0	1	0	0	0	0
ENSG00000278987	0	0	0	0	0	0	0	0
ENSG00000278988	0	0	0	0	0	0	0	0
ENSG00000278989	0	0	0	0	0	0	0	0
ENSG00000278990	0	0	0	0	0	0	0	0
ENSG00000278991	0	0	0	0	0	0	0	0
ENSG00000278992	0	0	0	0	0	0	0	0
ENSG00000278993	22	3	0	0	0	0	0	0
ENSG00000278994	0	0	0	0	0	0	0	0
ENSG00000278995	0	0	0	0	0	0	0	0
ENSG00000278996	0	0	0	0	0	0	0	0
ENSG00000278997	7	0	0	0	0	0	0	0
ENSG00000278998	0	0	0	0	0	0	0	0
ENSG00000278999	1	0	0	0	0	0	0	0
ENSG00000279000	0	0	0	0	0	0	0	0
ENSG00000279001	0	0	0	0	0	0	0	0
ENSG00000279002	0	0	0	0	0	0	0	0
ENSG00000279004	0	0	0	0	0	0	0	0
ENSG00000279005	0	0	0	0	0	0	0	0
ENSG00000279006	0	0	0	0	0	0	0	0
ENSG00000279009	0	0	0	0	0	0	0	0
ENSG00000279011	0	0	0	0	0	0	0	0
ENSG00000279012	0	0	0	0	0	0	0	0
ENSG00000279013	0	0	0	0	0	0	0	0
ENSG00000279014	0	0	0	0	0	0	0	0
ENSG00000279015	0	0	0	0	0	0	0	0
ENSG00000279016	0	0	0	0	0	0	0	0
ENSG00000279017	0	0	0	0	0	0	0	0
ENSG00000279019	0	0	0	0	0	0	0	0
ENSG00000279020	0	0	0	0	0	0	0	0
ENSG00000279021	11	1	0	0	0	0	0	0
ENSG00000279022	0	0	0	0	0	0	0	0
ENSG00000279023	0	0	0	0	0	0	0	0
ENSG00000279024	0	0	0	0	0	0	0	0
ENSG00000279025	0	0	0	0	0	0	0	0
ENSG00000279026	0	0	0	0	0	0	0	0
ENSG00000279028	0	0	0	0	0	0	0	0
ENSG00000279029	0	0	0	0	0	0	0	0
ENSG00000279030	0	0	0	0	0	0	0	0
ENSG00000279031	0	0	0	0	0	0	0	0
ENSG00000279032	0	0	0	0	0	0	0	0
ENSG00000279033	0	0	0	0	0	0	0	0
ENSG00000279034	0	0	0	0	0	0	0	0
ENSG00000279035	27	0	0	0	0	0	0	0
ENSG00000279036	3	0	0	0	0	0	27	0
ENSG00000279039	0	0	0	0	0	0	0	0
ENSG00000279040	0	0	0	0	0	0	0	0
ENSG00000279041	10	0	0	0	0	0	0	0
ENSG00000279042	0	0	0	0	0	0	0	0
ENSG00000279043	0	0	0	0	0	0	0	0
ENSG00000279044	0	0	0	0	0	0	0	0
ENSG00000279045	0	0	0	0	0	0	0	0
ENSG00000279046	0	0	0	0	0	0	0	0
ENSG00000279047	0	0	0	0	0	0	0	0
ENSG00000279048	1	0	0	0	0	0	0	0
ENSG00000279049	0	0	0	0	0	0	0	0
ENSG00000279050	0	0	0	0	0	0	0	0
ENSG00000279051	0	0	0	0	0	0	0	0
ENSG00000279056	0	0	0	0	0	0	0	0
ENSG00000279057	0	0	0	0	2	0	0	0
ENSG00000279058	0	0	0	0	0	0	0	0
ENSG00000279059	29	0	0	0	0	0	0	0
ENSG00000279061	0	0	0	0	0	0	0	0
ENSG00000279062	0	0	0	0	0	0	0	0
ENSG00000279063	0	0	0	0	0	0	0	0
ENSG00000279064	0	0	0	0	0	0	0	0
ENSG00000279065	0	0	0	0	0	0	0	0
ENSG00000279066	0	0	0	0	0	0	0	0
ENSG00000279067	0	0	0	0	0	0	0	0
ENSG00000279068	0	0	0	0	0	0	0	0
ENSG00000279069	107	7	0	2	1	7	3	0
ENSG00000279070	9	0	0	0	0	0	0	0
ENSG00000279071	4	0	0	0	0	0	0	0
ENSG00000279072	2	0	0	0	0	0	0	0
ENSG00000279073	0	0	0	0	0	0	0	0
ENSG00000279074	0	0	0	0	0	0	0	0
ENSG00000279075	0	0	0	0	0	0	0	0
ENSG00000279076	0	0	0	0	0	0	0	0
ENSG00000279077	6	0	0	0	0	0	0	0
ENSG00000279078	15	0	0	0	0	0	0	0
ENSG00000279080	1	0	0	0	0	0	0	0
ENSG00000279081	0	0	0	0	0	0	0	0
ENSG00000279082	0	0	0	0	0	0	0	0
ENSG00000279083	0	0	0	0	0	0	0	0
ENSG00000279085	0	0	0	0	0	0	0	0
ENSG00000279086	4	2	0	19	0	0	0	0
ENSG00000279087	0	0	0	0	0	0	0	0
ENSG00000279088	21	0	0	0	0	0	0	0
ENSG00000279089	42	4	0	0	0	0	0	0
ENSG00000279090	0	0	0	0	0	0	0	0
ENSG00000279091	0	0	0	0	0	0	1	0
ENSG00000279092	12	0	0	0	0	0	0	0
ENSG00000279093	0	0	0	0	0	0	0	0
ENSG00000279094	4	0	0	0	0	0	0	0
ENSG00000279095	0	0	0	0	0	0	0	0
ENSG00000279096	0	0	0	0	0	0	0	0
ENSG00000279097	0	0	0	0	0	0	0	0
ENSG00000279098	0	0	0	0	0	0	0	0
ENSG00000279099	0	0	0	0	0	0	0	0
ENSG00000279100	0	0	0	0	0	0	0	0
ENSG00000279103	0	0	0	0	0	0	0	0
ENSG00000279104	0	0	0	0	0	0	0	0
ENSG00000279106	0	0	0	0	0	0	0	0
ENSG00000279107	0	0	0	0	0	0	0	0
ENSG00000279108	3	1	0	0	0	0	0	0
ENSG00000279110	10	8	0	2	0	0	0	0
ENSG00000279111	0	0	0	0	0	0	0	0
ENSG00000279113	0	0	0	0	0	0	0	0
ENSG00000279114	0	0	0	0	0	0	0	0
ENSG00000279115	0	0	0	0	0	0	0	0
ENSG00000279116	0	0	0	0	0	0	0	0
ENSG00000279117	0	0	0	0	0	0	0	0
ENSG00000279118	0	0	0	0	0	0	0	0
ENSG00000279119	0	0	0	0	0	0	0	0
ENSG00000279120	0	0	0	0	0	0	0	0
ENSG00000279121	0	2	0	0	0	0	0	0
ENSG00000279122	0	0	0	0	0	0	0	0
ENSG00000279123	0	0	0	0	0	0	0	0
ENSG00000279124	0	0	0	0	0	0	0	0
ENSG00000279125	0	0	0	0	0	0	0	0
ENSG00000279127	0	0	0	0	0	0	0	0
ENSG00000279128	0	0	0	0	0	0	0	0
ENSG00000279129	3	0	0	0	0	0	9	0
ENSG00000279130	1	0	0	0	0	0	0	0
ENSG00000279133	261	23	0	10	0	0	0	0
ENSG00000279134	0	0	0	0	0	0	0	0
ENSG00000279135	1	0	0	0	0	0	0	0
ENSG00000279136	0	0	0	0	0	0	0	0
ENSG00000279137	0	0	0	0	0	0	0	0
ENSG00000279138	2	0	0	0	0	0	0	0
ENSG00000279139	0	0	0	0	0	0	0	0
ENSG00000279140	2	0	0	0	0	0	0	0
ENSG00000279141	0	0	0	0	0	0	0	0
ENSG00000279142	0	0	0	0	0	0	0	0
ENSG00000279143	0	0	0	0	0	0	0	0
ENSG00000279144	0	0	0	0	0	0	0	0
ENSG00000279145	59	8	0	0	0	0	0	0
ENSG00000279146	0	0	0	0	0	0	0	0
ENSG00000279147	0	0	0	0	0	0	0	0
ENSG00000279148	31	7	0	0	0	0	0	0
ENSG00000279149	1	0	0	0	0	0	0	0
ENSG00000279151	0	0	0	0	0	0	0	0
ENSG00000279152	0	0	0	0	0	0	0	0
ENSG00000279153	0	0	0	0	0	0	0	0
ENSG00000279154	0	0	0	0	0	0	0	0
ENSG00000279155	0	0	0	0	0	0	0	0
ENSG00000279156	0	0	0	0	0	0	0	0
ENSG00000279157	0	0	0	0	0	0	0	0
ENSG00000279159	53	1	0	18	6	0	0	0
ENSG00000279160	0	0	0	0	0	0	0	0
ENSG00000279161	2	0	0	0	0	0	0	0
ENSG00000279162	1	0	0	0	0	0	0	0
ENSG00000279163	0	0	0	0	0	0	0	0
ENSG00000279164	0	0	0	0	0	0	0	0
ENSG00000279165	0	0	0	0	0	0	0	0
ENSG00000279166	11	0	0	0	0	0	0	0
ENSG00000279167	0	0	0	0	0	0	0	0
ENSG00000279168	0	0	0	0	0	0	0	0
ENSG00000279169	0	0	0	0	0	0	0	0
ENSG00000279170	117	25	0	0	0	2	0	0
ENSG00000279171	0	0	0	0	0	0	0	0
ENSG00000279172	0	0	0	0	0	0	0	0
ENSG00000279173	0	0	0	0	0	0	0	0
ENSG00000279174	5	0	0	0	0	0	0	0
ENSG00000279175	1	0	0	0	0	0	0	0
ENSG00000279176	0	0	0	0	0	0	0	0
ENSG00000279177	0	0	0	0	0	0	0	0
ENSG00000279179	2	0	0	0	0	0	0	0
ENSG00000279180	0	0	0	0	0	0	0	0
ENSG00000279181	0	0	0	0	0	0	0	0
ENSG00000279182	0	0	0	0	0	0	0	0
ENSG00000279186	0	0	0	0	0	0	0	0
ENSG00000279187	1	1	0	0	0	0	0	0
ENSG00000279189	0	0	0	0	0	0	0	0
ENSG00000279190	0	0	0	0	0	0	0	0
ENSG00000279192	0	0	0	0	0	0	0	0
ENSG00000279193	0	0	0	0	0	0	0	0
ENSG00000279196	2	0	0	0	0	0	0	0
ENSG00000279197	0	0	0	0	0	0	0	0
ENSG00000279198	138	155	0	0	14	0	0	0
ENSG00000279199	2	0	0	0	0	0	0	0
ENSG00000279200	0	0	0	0	0	0	0	0
ENSG00000279201	0	0	0	0	0	0	0	0
ENSG00000279202	0	0	0	0	0	0	0	0
ENSG00000279203	0	0	0	0	0	0	0	0
ENSG00000279204	3	0	0	0	0	0	0	0
ENSG00000279205	0	0	0	0	0	0	0	0
ENSG00000279206	0	0	0	0	0	0	0	0
ENSG00000279207	724	28	0	1	0	0	0	0
ENSG00000279208	3	0	0	0	0	2	0	0
ENSG00000279209	0	0	0	0	0	0	0	0
ENSG00000279211	0	0	0	0	0	0	0	0
ENSG00000279212	17	0	0	0	0	0	0	0
ENSG00000279213	0	0	0	0	0	0	0	0
ENSG00000279214	0	0	0	0	0	0	0	0
ENSG00000279217	0	0	0	0	0	0	0	0
ENSG00000279218	0	0	0	0	0	0	0	0
ENSG00000279220	0	1	0	0	0	0	0	0
ENSG00000279221	0	0	0	0	0	0	0	0
ENSG00000279222	0	0	0	0	0	0	0	0
ENSG00000279223	0	0	0	0	0	0	0	0
ENSG00000279225	0	0	0	0	0	0	0	0
ENSG00000279226	0	0	0	0	0	0	0	0
ENSG00000279227	4	0	0	0	0	0	0	0
ENSG00000279228	0	0	0	0	0	0	0	0
ENSG00000279231	0	0	0	0	0	0	0	0
ENSG00000279232	6	0	0	0	0	0	0	0
ENSG00000279233	2	0	0	0	0	0	0	0
ENSG00000279235	3	3	0	0	0	0	0	0
ENSG00000279236	0	0	0	0	0	0	0	0
ENSG00000279237	0	0	0	0	0	0	0	0
ENSG00000279239	0	0	0	0	0	0	0	0
ENSG00000279240	0	0	0	0	0	0	0	0
ENSG00000279243	0	0	0	0	0	0	0	0
ENSG00000279245	0	0	0	0	0	0	0	0
ENSG00000279246	0	0	0	0	0	0	0	0
ENSG00000279248	0	0	0	0	0	0	0	0
ENSG00000279249	2	0	0	0	0	0	0	0
ENSG00000279250	0	0	0	0	0	0	0	0
ENSG00000279251	0	0	0	0	0	0	0	0
ENSG00000279253	90	10	0	0	0	0	0	0
ENSG00000279254	0	0	0	0	0	0	0	0
ENSG00000279255	0	0	0	0	0	0	0	0
ENSG00000279256	0	0	0	0	0	0	0	0
ENSG00000279259	13	0	0	0	0	0	0	0
ENSG00000279261	0	0	0	0	0	0	0	0
ENSG00000279262	0	0	0	0	0	0	0	0
ENSG00000279263	0	0	0	0	0	0	0	0
ENSG00000279264	0	0	0	0	0	0	0	0
ENSG00000279265	6	0	0	0	0	0	0	0
ENSG00000279266	0	0	0	0	0	0	0	0
ENSG00000279267	21	39	0	0	0	0	0	0
ENSG00000279268	0	0	0	0	0	0	0	0
ENSG00000279269	0	0	0	0	0	0	0	0
ENSG00000279270	0	0	0	0	0	0	0	0
ENSG00000279271	0	0	0	0	0	0	0	0
ENSG00000279273	0	0	0	0	0	0	0	0
ENSG00000279274	0	0	0	0	0	0	0	0
ENSG00000279275	0	0	0	0	0	0	0	0
ENSG00000279276	0	0	0	0	0	0	0	0
ENSG00000279277	0	0	0	0	0	0	0	0
ENSG00000279278	0	0	0	0	1	0	0	0
ENSG00000279281	8	6	0	0	0	0	0	0
ENSG00000279283	0	0	0	0	0	0	0	0
ENSG00000279284	0	0	0	0	0	0	0	0
ENSG00000279285	0	0	0	0	0	0	0	0
ENSG00000279286	0	0	0	0	0	0	0	0
ENSG00000279288	0	0	0	0	0	0	0	0
ENSG00000279289	1	0	0	0	0	0	0	0
ENSG00000279294	0	0	0	0	0	0	0	0
ENSG00000279295	0	0	0	0	0	0	0	0
ENSG00000279296	0	0	0	0	0	0	0	0
ENSG00000279297	0	0	0	0	0	0	0	0
ENSG00000279298	0	0	0	0	0	0	0	0
ENSG00000279299	0	0	0	0	0	0	0	0
ENSG00000279300	0	0	0	0	0	0	0	0
ENSG00000279301	0	0	0	0	0	0	0	0
ENSG00000279302	0	0	0	0	0	0	0	0
ENSG00000279303	0	0	0	0	0	0	0	0
ENSG00000279304	0	0	0	0	0	0	0	0
ENSG00000279305	0	0	0	0	0	0	0	0
ENSG00000279306	36	1	0	3	0	0	0	0
ENSG00000279307	4	0	0	0	0	3	0	0
ENSG00000279310	0	0	0	0	0	0	0	0
ENSG00000279311	3	0	0	0	0	0	0	0
ENSG00000279314	4	0	0	0	0	0	0	0
ENSG00000279315	0	0	0	0	0	0	0	0
ENSG00000279317	0	0	0	0	0	0	0	0
ENSG00000279319	0	0	0	0	0	0	0	0
ENSG00000279320	0	0	0	0	0	0	0	0
ENSG00000279321	0	0	0	0	0	0	0	0
ENSG00000279322	0	0	0	0	0	0	0	0
ENSG00000279324	0	0	0	0	0	0	0	0
ENSG00000279325	0	0	0	0	0	0	0	0
ENSG00000279326	0	0	0	0	0	0	0	0
ENSG00000279328	0	0	0	0	0	0	0	0
ENSG00000279329	49	3	0	0	0	0	0	0
ENSG00000279330	0	0	0	0	0	0	0	0
ENSG00000279331	13	0	0	0	0	0	0	0
ENSG00000279332	0	0	0	0	0	0	0	0
ENSG00000279333	0	0	0	0	0	0	0	0
ENSG00000279334	0	0	0	0	0	0	0	0
ENSG00000279336	0	0	0	0	0	0	0	0
ENSG00000279337	0	0	0	0	0	0	0	0
ENSG00000279339	2	0	0	0	0	0	0	0
ENSG00000279340	0	0	0	0	0	0	0	0
ENSG00000279341	0	0	0	0	0	0	0	0
ENSG00000279342	15	0	0	0	0	0	0	0
ENSG00000279343	0	0	0	0	0	0	0	0
ENSG00000279344	2	0	0	0	0	0	0	0
ENSG00000279345	0	0	0	0	0	0	0	1
ENSG00000279347	2	0	0	0	0	0	0	0
ENSG00000279348	957	189	0	0	0	6	0	0
ENSG00000279349	3	0	0	0	0	0	0	0
ENSG00000279352	0	0	0	0	0	0	0	0
ENSG00000279353	0	0	0	0	0	0	0	0
ENSG00000279354	0	0	0	0	0	0	0	0
ENSG00000279356	0	0	0	0	0	0	0	0
ENSG00000279357	0	0	0	0	0	0	0	0
ENSG00000279358	0	0	0	0	0	0	0	0
ENSG00000279359	0	0	0	0	0	0	0	0
ENSG00000279360	0	0	0	0	0	0	0	0
ENSG00000279361	0	0	0	0	0	0	0	0
ENSG00000279364	0	0	0	0	0	0	0	0
ENSG00000279365	0	0	0	0	0	0	0	0
ENSG00000279366	0	0	0	0	0	0	0	0
ENSG00000279367	0	0	0	0	0	0	0	0
ENSG00000279368	15	4	12	0	0	0	1	0
ENSG00000279369	6	0	0	0	2	0	0	0
ENSG00000279370	0	0	0	0	0	0	0	0
ENSG00000279372	0	0	0	0	0	0	0	0
ENSG00000279373	0	0	0	0	0	0	0	0
ENSG00000279375	0	0	0	0	0	0	0	0
ENSG00000279376	0	0	0	0	0	0	0	0
ENSG00000279377	0	0	0	0	0	0	0	0
ENSG00000279378	0	0	0	0	0	0	0	0
ENSG00000279379	0	0	0	0	0	0	0	0
ENSG00000279381	0	0	0	0	0	0	0	0
ENSG00000279382	0	0	0	0	0	0	0	0
ENSG00000279384	0	0	0	0	0	0	0	0
ENSG00000279386	22	0	0	0	0	0	0	0
ENSG00000279387	0	0	0	0	0	0	0	0
ENSG00000279388	0	0	0	0	0	0	0	0
ENSG00000279390	4	0	0	0	0	0	0	0
ENSG00000279391	0	0	0	0	0	0	0	0
ENSG00000279392	2	0	0	0	0	1	0	0
ENSG00000279393	1	0	0	0	0	0	0	0
ENSG00000279394	2	0	0	0	0	0	0	0
ENSG00000279395	0	0	0	0	0	0	0	0
ENSG00000279397	0	0	0	0	0	0	0	0
ENSG00000279398	0	0	0	0	0	0	0	0
ENSG00000279399	0	0	0	0	0	0	0	0
ENSG00000279401	0	0	0	0	0	0	0	0
ENSG00000279403	0	0	0	0	0	0	0	0
ENSG00000279404	1	0	0	0	0	0	0	0
ENSG00000279405	0	0	0	0	0	0	0	0
ENSG00000279406	3	7	0	0	0	0	0	0
ENSG00000279407	483	160	0	0	0	0	0	0
ENSG00000279408	0	0	0	0	0	0	0	0
ENSG00000279409	0	0	0	0	0	0	0	0
ENSG00000279410	0	0	0	0	0	0	0	0
ENSG00000279411	0	0	0	0	0	0	0	0
ENSG00000279412	0	0	0	0	0	0	0	0
ENSG00000279413	5	0	0	0	0	0	0	0
ENSG00000279414	1	0	0	0	0	0	0	0
ENSG00000279415	0	0	0	0	0	0	0	0
ENSG00000279416	0	0	0	0	0	0	0	0
ENSG00000279417	6	2	0	0	0	0	0	0
ENSG00000279418	0	0	0	0	0	0	0	0
ENSG00000279419	3	1	0	0	0	0	0	0
ENSG00000279420	0	0	0	0	0	0	0	0
ENSG00000279421	0	0	0	0	0	0	0	0
ENSG00000279422	0	0	0	0	0	0	0	0
ENSG00000279423	0	1	0	0	0	0	0	0
ENSG00000279425	2	0	0	0	0	0	0	0
ENSG00000279426	0	0	0	0	0	0	0	0
ENSG00000279427	0	0	0	0	0	0	0	0
ENSG00000279428	2	0	0	0	0	0	0	0
ENSG00000279429	0	0	0	0	0	0	0	0
ENSG00000279430	0	0	0	0	0	0	0	0
ENSG00000279431	0	0	0	0	0	0	0	0
ENSG00000279432	0	0	0	0	0	0	0	0
ENSG00000279433	0	0	0	0	0	0	0	0
ENSG00000279434	23	0	0	0	0	0	0	0
ENSG00000279437	0	0	0	0	0	0	0	0
ENSG00000279438	0	0	0	0	0	0	0	0
ENSG00000279439	0	0	0	0	0	0	0	0
ENSG00000279440	0	0	0	0	0	0	0	0
ENSG00000279441	0	0	0	0	0	0	0	0
ENSG00000279442	0	0	0	0	0	0	0	0
ENSG00000279443	30	0	0	0	0	10	0	0
ENSG00000279444	0	0	0	0	0	0	0	0
ENSG00000279445	0	0	0	0	0	0	0	0
ENSG00000279446	0	0	0	0	0	0	0	0
ENSG00000279447	0	0	0	0	0	0	0	0
ENSG00000279450	0	0	0	0	0	0	0	0
ENSG00000279452	13	6	0	0	0	0	0	0
ENSG00000279453	155	3	0	0	0	0	0	0
ENSG00000279454	0	0	0	0	0	0	0	0
ENSG00000279455	0	0	0	0	0	0	0	0
ENSG00000279456	2	0	0	0	0	0	0	0
ENSG00000279457	4	0	0	1	0	0	0	0
ENSG00000279458	0	0	0	0	0	0	0	0
ENSG00000279459	0	0	0	0	0	0	0	0
ENSG00000279460	0	0	0	0	0	0	0	0
ENSG00000279461	0	0	0	0	0	0	0	0
ENSG00000279462	0	0	0	0	0	0	0	0
ENSG00000279463	0	0	0	0	0	0	0	0
ENSG00000279464	6	3	0	0	0	0	0	0
ENSG00000279465	0	0	0	0	0	0	0	0
ENSG00000279466	0	0	0	0	0	0	0	0
ENSG00000279467	0	0	0	0	0	0	0	0
ENSG00000279469	0	0	0	0	0	0	0	0
ENSG00000279470	0	0	0	0	0	0	0	0
ENSG00000279472	0	0	0	0	0	0	0	0
ENSG00000279474	0	0	0	0	0	0	0	0
ENSG00000279475	0	0	0	0	0	0	0	0
ENSG00000279476	1	0	0	0	0	0	0	0
ENSG00000279477	0	0	0	0	0	0	0	0
ENSG00000279478	0	0	0	0	0	0	0	0
ENSG00000279479	0	0	0	0	0	0	0	0
ENSG00000279480	0	0	0	0	0	0	0	0
ENSG00000279481	3	0	0	0	0	0	0	0
ENSG00000279482	0	0	0	0	0	0	0	0
ENSG00000279483	0	0	0	0	0	0	0	0
ENSG00000279484	4	0	0	0	0	0	0	0
ENSG00000279485	0	0	0	0	0	0	0	0
ENSG00000279486	0	0	0	0	0	0	3	0
ENSG00000279488	0	0	0	0	0	0	0	0
ENSG00000279489	1	0	0	0	0	0	0	0
ENSG00000279490	0	0	0	0	0	0	0	0
ENSG00000279491	12	0	0	0	0	0	0	0
ENSG00000279493	0	0	0	0	0	0	0	0
ENSG00000279494	9	0	0	0	0	0	0	0
ENSG00000279495	43	0	0	0	0	0	0	0
ENSG00000279497	0	0	0	0	0	0	0	0
ENSG00000279498	0	0	0	0	0	0	0	0
ENSG00000279499	5	0	0	0	0	0	0	0
ENSG00000279500	0	0	0	0	0	0	0	0
ENSG00000279501	0	0	0	0	0	0	0	0
ENSG00000279502	0	0	0	0	0	0	0	0
ENSG00000279503	0	0	0	0	0	0	0	0
ENSG00000279504	0	0	0	0	0	0	0	0
ENSG00000279505	0	0	0	0	0	0	0	0
ENSG00000279507	0	0	0	0	0	0	0	0
ENSG00000279509	0	0	0	0	0	0	0	0
ENSG00000279511	10	0	0	0	0	0	0	0
ENSG00000279512	2	0	0	0	0	0	0	0
ENSG00000279513	0	0	0	0	0	0	0	0
ENSG00000279514	0	0	0	0	0	0	0	0
ENSG00000279516	0	0	0	0	0	0	0	0
ENSG00000279518	0	0	0	0	0	0	0	0
ENSG00000279519	0	0	0	0	0	0	0	0
ENSG00000279520	4	0	0	0	0	0	0	0
ENSG00000279521	0	0	0	0	0	0	0	0
ENSG00000279523	0	0	0	0	0	0	0	0
ENSG00000279525	0	0	0	0	0	0	0	0
ENSG00000279526	0	0	0	0	0	0	0	0
ENSG00000279527	0	0	0	0	0	0	0	0
ENSG00000279528	0	0	0	0	0	0	0	0
ENSG00000279529	7	0	1	0	0	0	0	0
ENSG00000279530	1	0	0	0	0	0	2	0
ENSG00000279531	0	0	0	0	0	0	0	0
ENSG00000279532	0	0	0	0	0	0	0	0
ENSG00000279534	0	0	0	0	0	0	0	0
ENSG00000279536	0	0	0	0	0	0	0	0
ENSG00000279537	0	0	0	0	0	0	0	0
ENSG00000279539	33	4	0	0	0	0	0	0
ENSG00000279541	318	0	0	0	0	0	0	0
ENSG00000279542	0	0	0	0	0	0	0	0
ENSG00000279543	0	0	0	0	0	0	0	0
ENSG00000279544	0	0	0	0	0	0	0	0
ENSG00000279548	0	0	0	0	0	0	0	0
ENSG00000279549	3	0	0	0	0	0	0	0
ENSG00000279550	0	0	0	0	0	0	0	0
ENSG00000279551	0	0	0	0	0	0	0	0
ENSG00000279554	0	0	0	0	0	0	0	0
ENSG00000279555	27	6	0	0	0	0	0	0
ENSG00000279557	25	0	0	0	0	0	0	0
ENSG00000279558	0	0	0	0	0	0	0	0
ENSG00000279559	0	0	0	0	0	0	0	0
ENSG00000279561	65	1	0	0	0	0	0	0
ENSG00000279562	0	0	0	0	0	0	0	0
ENSG00000279565	0	0	0	0	0	0	0	0
ENSG00000279567	0	0	0	0	0	0	0	0
ENSG00000279568	0	3	0	0	0	0	0	0
ENSG00000279569	11	0	0	0	0	0	0	0
ENSG00000279570	0	0	0	0	0	0	0	0
ENSG00000279571	0	0	0	0	0	0	0	0
ENSG00000279572	0	0	0	0	0	0	0	0
ENSG00000279573	0	0	0	0	0	0	0	0
ENSG00000279575	0	0	0	0	0	0	0	0
ENSG00000279578	0	0	0	0	0	0	0	0
ENSG00000279579	0	0	0	0	0	0	0	0
ENSG00000279581	0	0	0	0	0	0	0	0
ENSG00000279583	0	0	0	0	0	0	0	0
ENSG00000279584	2	0	0	0	0	0	0	0
ENSG00000279585	0	0	0	0	0	0	0	0
ENSG00000279586	0	0	0	0	0	0	0	0
ENSG00000279587	0	0	0	0	0	0	0	0
ENSG00000279588	1	0	0	0	0	0	0	0
ENSG00000279589	0	0	0	0	0	0	0	0
ENSG00000279590	2	0	0	0	0	0	0	0
ENSG00000279591	0	0	0	0	0	0	0	0
ENSG00000279592	0	0	0	0	0	0	0	0
ENSG00000279593	0	0	0	0	0	0	0	0
ENSG00000279594	0	0	0	0	0	0	0	0
ENSG00000279595	0	0	0	0	0	0	0	0
ENSG00000279597	0	0	0	0	0	0	0	0
ENSG00000279598	2	0	0	0	0	0	0	0
ENSG00000279599	0	0	0	0	0	0	0	0
ENSG00000279600	0	0	0	0	0	0	0	0
ENSG00000279601	1	0	0	0	0	0	0	0
ENSG00000279602	0	0	0	0	0	0	0	0
ENSG00000279603	0	0	0	0	0	0	0	0
ENSG00000279604	0	0	0	0	0	0	0	0
ENSG00000279605	41	3	0	0	0	0	0	0
ENSG00000279606	0	0	0	0	0	0	0	0
ENSG00000279607	0	0	0	0	0	0	0	0
ENSG00000279608	15	0	0	0	0	0	0	0
ENSG00000279609	0	0	0	0	0	0	0	0
ENSG00000279610	0	0	0	0	0	0	0	0
ENSG00000279611	0	0	0	0	0	0	0	0
ENSG00000279613	0	0	0	0	0	0	0	0
ENSG00000279615	0	0	0	0	0	0	0	0
ENSG00000279616	0	0	0	0	0	0	0	0
ENSG00000279617	0	0	0	0	0	0	0	0
ENSG00000279619	0	0	0	0	0	0	0	0
ENSG00000279620	0	0	0	0	0	0	0	0
ENSG00000279621	0	0	0	0	0	0	0	0
ENSG00000279622	0	0	0	0	0	0	0	0
ENSG00000279623	0	0	0	0	0	0	0	0
ENSG00000279625	0	0	0	0	0	0	0	0
ENSG00000279626	0	0	0	0	0	0	0	0
ENSG00000279628	0	0	0	0	0	0	0	0
ENSG00000279629	0	0	0	0	0	0	0	0
ENSG00000279630	0	0	0	0	0	0	0	0
ENSG00000279631	0	0	0	0	0	0	0	0
ENSG00000279632	0	0	0	0	0	0	0	0
ENSG00000279633	4	0	0	0	0	0	0	0
ENSG00000279635	0	0	0	0	0	0	0	0
ENSG00000279636	1	6	0	0	0	0	0	0
ENSG00000279637	9	0	0	0	0	0	0	0
ENSG00000279638	0	0	0	0	0	0	0	0
ENSG00000279639	0	0	0	0	0	0	0	0
ENSG00000279640	0	0	0	0	0	0	0	0
ENSG00000279641	25	0	0	0	1	0	0	0
ENSG00000279642	0	0	0	0	0	0	0	0
ENSG00000279647	0	0	0	0	0	0	0	0
ENSG00000279648	0	0	0	0	0	0	0	0
ENSG00000279649	6	0	0	0	0	0	0	0
ENSG00000279650	0	0	0	0	0	0	0	0
ENSG00000279652	0	0	0	0	0	0	0	0
ENSG00000279653	1	19	0	0	0	0	0	0
ENSG00000279655	0	0	0	0	0	0	0	0
ENSG00000279656	22	8	0	0	0	0	0	0
ENSG00000279657	0	0	0	0	0	0	0	0
ENSG00000279658	0	0	0	0	0	0	0	0
ENSG00000279659	0	0	0	0	0	0	0	0
ENSG00000279660	0	0	0	0	0	0	0	0
ENSG00000279662	0	0	0	0	0	0	0	0
ENSG00000279663	0	0	0	0	0	0	0	0
ENSG00000279665	0	0	0	0	0	0	0	0
ENSG00000279666	0	0	0	0	0	0	0	0
ENSG00000279667	0	0	0	0	0	0	0	0
ENSG00000279668	0	0	0	0	0	0	0	0
ENSG00000279669	0	0	0	0	0	0	0	0
ENSG00000279670	8	0	0	0	0	0	0	0
ENSG00000279671	0	0	0	0	0	0	0	0
ENSG00000279672	6	0	0	0	0	0	0	0
ENSG00000279673	9	6	0	0	0	0	0	0
ENSG00000279674	0	0	0	0	0	0	0	0
ENSG00000279675	0	0	0	0	0	0	0	0
ENSG00000279676	0	0	0	0	0	0	0	0
ENSG00000279677	0	0	0	0	0	0	0	0
ENSG00000279678	0	0	0	0	0	0	0	0
