symbol_ensembl	Gag	GagMCP	GagZipMCP	EPN24MCP	No_Exporter_Psi	No_Exporter_MS2x8	NoDNA	Wildtype
ZDHHC6_ENSG00000023041	1655	1712	1735	1638	1332	2098	1505	1210
GRAMD1B_ENSG00000023171	215	245	283	213	195	258	296	313
RNH1_ENSG00000023191	2199	2027	2234	2298	1897	2519	2163	1969
NDUFS1_ENSG00000023228	4195	4411	4584	4449	3455	5340	5117	5057
RB1CC1_ENSG00000023287	3073	3139	3180	3327	2656	3937	4150	3947
ERP44_ENSG00000023318	1740	1854	1851	1905	1586	2339	1927	1743
ALAS1_ENSG00000023330	2714	2874	3080	2677	2109	2970	2128	1947
BIRC3_ENSG00000023445	14	10	14	13	12	17	13	14
AKAP11_ENSG00000023516	1739	1919	2126	2108	1412	2359	2501	2179
GLRX2_ENSG00000023572	1455	1309	1531	1548	1138	1727	1387	1272
SNAPC1_ENSG00000023608	682	601	662	591	530	696	518	536
DERA_ENSG00000023697	1200	1248	1231	1233	1031	1468	1183	1125
STRAP_ENSG00000023734	6862	7107	7326	7483	6509	8848	7761	6802
ABCC2_ENSG00000023839	41	27	51	41	23	46	17	22
DEF6_ENSG00000023892	100	94	97	63	67	99	105	136
PLEKHO1_ENSG00000023902	619	540	596	624	595	700	585	592
GCLM_ENSG00000023909	885	1012	1001	987	788	1188	1087	1218
UBR2_ENSG00000024048	1727	1861	1943	1741	1242	2066	1635	1561
EHD2_ENSG00000024422	139	164	179	178	151	197	247	323
DEPDC1_ENSG00000024526	4321	4452	5011	4596	3548	5263	3943	3363
CCDC28A_ENSG00000024862	1135	1104	1169	1126	980	1403	1075	907
RRAGD_ENSG00000025039	777	842	836	868	656	899	961	912
HSF2_ENSG00000025156	2151	2386	2482	2286	1838	2940	2243	2159
PHF20_ENSG00000025293	1405	1483	1570	1544	1273	1911	1876	1756
HSD17B6_ENSG00000025423	161	165	171	190	176	232	173	213
NR1H3_ENSG00000025434	454	476	543	335	371	489	291	238
TYMP_ENSG00000025708	105	55	62	81	70	84	73	99
NCAPH2_ENSG00000025770	2908	3073	3266	2977	2565	3480	2523	2265
TOMM34_ENSG00000025772	2461	2602	2589	2596	2232	3075	2415	1851
SEC63_ENSG00000025796	5582	6102	6192	6389	4912	7665	7609	6383
KPNA6_ENSG00000025800	3150	3500	3686	3617	2594	3792	3836	4031
VIM_ENSG00000026025	11095	10562	10368	11482	9574	12929	11504	11133
RTEL1-TNFRSF6B_ENSG00000026036	154	74	140	141	69	121	75	143
FAS_ENSG00000026103	594	629	740	514	432	585	256	226
RNASET2_ENSG00000026297	478	433	453	503	469	602	652	756
CD44_ENSG00000026508	12	10	19	22	9	24	13	10
KCNG1_ENSG00000026559	287	367	317	422	364	454	541	597
AGPAT4_ENSG00000026652	664	736	827	681	456	849	706	925
SLAMF7_ENSG00000026751	1	1	4	0	2	5	0	0
BTN3A1_ENSG00000026950	135	147	194	139	81	181	120	211
MIPEP_ENSG00000027001	716	713	758	736	508	786	752	676
PRKCH_ENSG00000027075	155	167	179	182	120	187	222	342
INSRR_ENSG00000027644	1	2	2	0	0	0	0	2
IFNGR1_ENSG00000027697	1614	1542	1813	1646	1566	2047	1683	1685
B4GALT7_ENSG00000027847	902	885	900	975	799	1056	993	845
SH2D2A_ENSG00000027869	228	250	216	224	213	311	323	351
VRK2_ENSG00000028116	583	628	533	599	535	722	704	717
TNFRSF1B_ENSG00000028137	14	7	11	3	1	16	11	8
VEZT_ENSG00000028203	2331	2464	2574	2554	2091	2997	2854	2575
POU2F2_ENSG00000028277	38	41	51	25	20	45	17	35
BRD9_ENSG00000028310	1278	1272	1489	1348	925	1523	1126	1094
SNX1_ENSG00000028528	1720	1673	1768	1833	1416	2045	1873	1805
TBPL1_ENSG00000028839	659	663	722	619	657	762	588	561
ARNTL2_ENSG00000029153	841	929	894	949	781	1051	1051	1026
BCLAF1_ENSG00000029363	9954	10532	10842	10506	7546	12238	10408	7454
SLC39A9_ENSG00000029364	2187	2366	2417	2329	1854	2844	2657	2409
ANK1_ENSG00000029534	471	512	591	436	347	493	342	368
TFB1M_ENSG00000029639	569	558	523	674	452	680	597	751
RABEP1_ENSG00000029725	2681	2890	3103	3027	2280	3488	3257	3252
HMGB3_ENSG00000029993	3613	3582	3849	3658	3123	4641	4332	3716
NUP160_ENSG00000030066	3954	4477	4605	4677	3549	5338	5670	5122
BAK1_ENSG00000030110	1673	1808	1874	1550	1424	1869	1413	1207
IKZF2_ENSG00000030419	175	185	167	237	147	186	200	256
GRN_ENSG00000030582	4988	4928	4620	5163	4377	5697	5668	5225
FAM13B_ENSG00000031003	1948	1976	2139	1910	1390	2269	1776	1038
ARHGAP31_ENSG00000031081	151	145	150	138	98	181	219	241
CENPQ_ENSG00000031691	714	732	776	684	580	911	592	576
SARS1_ENSG00000031698	16328	17114	17590	16761	14241	20471	16802	14497
RANBP3_ENSG00000031823	2473	2543	2650	2663	2049	2852	2695	2634
ARID4A_ENSG00000032219	1003	991	1039	1019	773	1158	914	972
EIPR1_ENSG00000032389	1119	1075	1078	1159	1001	1326	1150	947
PNPLA6_ENSG00000032444	753	731	703	748	727	772	744	672
IFT88_ENSG00000032742	381	334	373	310	298	385	325	337
ALG1_ENSG00000033011	642	740	601	741	625	827	585	468
ZCCHC8_ENSG00000033030	1851	2196	2168	2114	1730	2625	2207	1718
ABCF2_ENSG00000033050	2534	2702	2714	2639	2049	2999	2454	1956
CHPF2_ENSG00000033100	1684	1557	1689	1673	1317	1790	1319	990
LRRC7_ENSG00000033122	12	10	12	16	12	9	11	11
FUT8_ENSG00000033170	447	528	413	457	356	612	613	612
UBA6_ENSG00000033178	2123	2396	2462	2593	1900	2852	2580	2505
GAB2_ENSG00000033327	290	303	291	355	257	330	319	388
ATP6V0A1_ENSG00000033627	3823	4207	4286	4130	2827	4735	3724	3106
PIAS1_ENSG00000033800	1123	1204	1215	1179	916	1488	1294	1431
SLC4A7_ENSG00000033867	819	818	787	978	658	1149	1136	1093
APBA2_ENSG00000034053	518	599	544	618	532	683	733	788
MAP2K3_ENSG00000034152	689	640	743	714	602	726	710	856
EFCAB1_ENSG00000034239	0	3	0	0	0	0	1	1
TMSB10_ENSG00000034510	2071	1843	2077	2182	2175	2483	2371	3189
ASTE1_ENSG00000034533	428	414	396	415	346	469	377	259
RNF19A_ENSG00000034677	556	581	647	664	472	766	711	738
PEX3_ENSG00000034693	784	815	995	811	805	1062	816	829
GABARAPL2_ENSG00000034713	2155	1997	2240	2229	2111	2569	1999	2112
SH3YL1_ENSG00000035115	385	436	413	395	355	460	362	359
FAM136A_ENSG00000035141	3476	3566	3494	3684	2869	4364	4179	3197
VCL_ENSG00000035403	2588	2710	2792	2859	2228	3507	3476	3723
DEPDC1B_ENSG00000035499	764	760	733	766	691	946	954	832
DAPK2_ENSG00000035664	19	29	34	25	21	40	31	46
NSMAF_ENSG00000035681	591	606	642	696	496	759	638	621
ADSS2_ENSG00000035687	2122	2225	2218	2458	1806	2749	2614	2603
STAP1_ENSG00000035720	2	1	1	2	1	3	7	5
TIMP2_ENSG00000035862	591	637	597	565	566	676	910	1096
RFC1_ENSG00000035928	3626	3788	3847	3932	2987	4833	4769	4526
TBC1D23_ENSG00000036054	1574	1628	1675	1745	1328	1939	1668	1539
CUL3_ENSG00000036257	2560	2780	2971	2601	2156	3217	2675	2165
MYOM2_ENSG00000036448	251	243	249	255	184	324	468	706
OTC_ENSG00000036473	0	0	0	0	0	0	2	1
CYP46A1_ENSG00000036530	8	4	13	18	11	14	9	13
ZZZ3_ENSG00000036549	3078	3277	3456	3396	2620	4278	3975	3665
SLC18A1_ENSG00000036565	4	0	2	0	1	0	0	0
USP2_ENSG00000036672	486	442	592	541	384	561	432	538
TUBG2_ENSG00000037042	387	354	405	373	314	358	209	275
RPL26L1_ENSG00000037241	1633	1573	1624	1650	1415	1937	1379	1229
FLT4_ENSG00000037280	1374	1350	1506	1416	1150	1725	1528	1761
NSUN2_ENSG00000037474	3238	3406	3386	3268	2571	3980	3461	2908
FBXO42_ENSG00000037637	1542	1623	1765	1664	1337	2003	1877	1760
MFAP3_ENSG00000037749	1362	1288	1499	1463	1113	1666	1619	1311
MRI1_ENSG00000037757	2194	2210	2457	2192	2009	2676	1964	2069
METTL1_ENSG00000037897	317	340	407	363	339	491	403	296
HOXC8_ENSG00000037965	185	174	216	167	178	232	217	204
AGA_ENSG00000038002	961	820	1072	943	842	1146	980	838
PI4K2B_ENSG00000038210	1517	1458	1527	1616	1342	1712	1696	1481
BOD1L1_ENSG00000038219	1808	1918	2109	1777	1400	2350	2600	2329
MAT2B_ENSG00000038274	1768	1729	1956	1843	1368	2081	1616	1750
TLL1_ENSG00000038295	36	74	75	51	59	73	78	95
EDC4_ENSG00000038358	3145	3230	3379	3249	2426	3703	3220	2680
TRIO_ENSG00000038382	1632	1751	1898	1712	1344	2112	2326	2199
VCAN_ENSG00000038427	1409	1486	1575	1541	1111	1945	2666	2791
CLEC16A_ENSG00000038532	1123	1219	1118	1124	930	1391	1533	1240
MSR1_ENSG00000038945	0	0	0	1	0	0	0	0
CDH1_ENSG00000039068	52	70	74	95	72	86	152	350
MTREX_ENSG00000039123	3816	4160	4280	4127	3160	5242	4284	4004
DNAH5_ENSG00000039139	9	3	3	3	4	1	16	0
ZFYVE16_ENSG00000039319	1084	1150	1207	1249	916	1474	1572	1404
RIPOR1_ENSG00000039523	1051	1118	1117	1018	861	1259	1484	1563
C6_ENSG00000039537	0	3	0	0	0	0	0	0
RAI14_ENSG00000039560	1907	1996	1890	2066	1614	2590	2830	2695
SOX30_ENSG00000039600	9	23	12	11	5	30	3	8
PNKP_ENSG00000039650	1244	1181	1376	1193	928	1365	1050	1183
BEST2_ENSG00000039987	10	11	20	5	13	27	0	0
PHLPP2_ENSG00000040199	604	677	709	611	437	786	666	782
SPDL1_ENSG00000040275	3286	3626	3857	3615	2722	4413	3443	3304
STAU2_ENSG00000040341	1026	948	1035	1114	989	1230	1320	1436
SLC66A1_ENSG00000040487	1106	1072	1052	1064	834	1148	875	677
CTNS_ENSG00000040531	1169	1000	1066	1102	827	1259	989	770
RTN4R_ENSG00000040608	182	181	183	173	168	171	166	201
PHF23_ENSG00000040633	1363	1281	1416	1355	1242	1565	1239	1313
CDH10_ENSG00000040731	67	63	45	48	46	56	28	30
INPP4A_ENSG00000040933	1214	1245	1254	1284	943	1524	1711	1635
RAB27B_ENSG00000041353	0	6	3	5	5	10	10	21
PSMA4_ENSG00000041357	5375	5373	5479	5464	4525	6767	5142	5093
MYO16_ENSG00000041515	0	0	1	0	1	0	0	0
LSG1_ENSG00000041802	1101	1147	1165	1124	846	1389	986	964
PARP3_ENSG00000041880	714	700	757	758	512	767	693	507
TNC_ENSG00000041982	149	212	192	224	174	273	334	202
THAP3_ENSG00000041988	649	682	709	651	662	677	573	490
RIPOR3_ENSG00000042062	2	1	0	0	0	1	0	0
TDP1_ENSG00000042088	984	959	892	907	791	1103	1000	1044
AIFM2_ENSG00000042286	163	125	162	174	140	176	135	111
SPATA7_ENSG00000042317	315	324	347	311	317	369	312	263
MED17_ENSG00000042429	335	296	354	371	273	427	281	240
RETSAT_ENSG00000042445	1802	1831	1979	1381	1406	1904	1208	1391
CAPG_ENSG00000042493	434	353	386	397	396	421	539	321
AP2S1_ENSG00000042753	3088	3200	3129	3246	2982	3814	3253	2994
USH2A_ENSG00000042781	5	3	3	2	1	0	1	2
TG_ENSG00000042832	4	6	6	4	1	1	0	1
ADAM28_ENSG00000042980	0	0	0	1	0	0	0	0
BARX2_ENSG00000043039	172	159	136	156	179	171	201	212
DCUN1D1_ENSG00000043093	640	654	683	663	534	768	697	643
JADE2_ENSG00000043143	165	192	199	182	131	161	184	198
ZIC2_ENSG00000043355	2603	2843	2922	2843	2371	3347	3670	3305
LCP2_ENSG00000043462	2	0	1	0	0	0	0	0
TRIT1_ENSG00000043514	1199	1414	1514	1175	818	1450	635	773
ADRB1_ENSG00000043591	9	9	2	4	9	2	6	14
CUL7_ENSG00000044090	911	920	908	954	892	1163	1077	1058
CTNNA1_ENSG00000044115	4592	4797	4892	4777	3910	5790	5382	5321
PHKA2_ENSG00000044446	850	862	854	830	643	1127	894	994
CNTLN_ENSG00000044459	819	923	918	880	679	999	1048	844
EPHA3_ENSG00000044524	275	317	331	334	258	392	581	742
HSPA5_ENSG00000044574	20332	20670	20458	22084	18951	26498	23515	20588
DSG2_ENSG00000046604	6867	7593	7286	7958	6608	9690	11913	11994
GEMIN8_ENSG00000046647	449	423	456	478	403	550	385	324
OFD1_ENSG00000046651	1190	1285	1357	1150	876	1466	1021	865
GPM6B_ENSG00000046653	409	413	426	487	399	587	662	687
MAGEC2_ENSG00000046774	12	1	7	2	6	3	8	0
PREX2_ENSG00000046889	69	82	64	91	56	124	152	155
WDR37_ENSG00000047056	576	524	728	553	462	645	460	468
YTHDC2_ENSG00000047188	2548	2624	2832	2674	1990	3262	2662	2477
CTPS2_ENSG00000047230	1114	1101	1091	1218	920	1423	1429	1350
ATP6V1H_ENSG00000047249	1534	1402	1520	1550	1246	1748	1133	1060
POLR2B_ENSG00000047315	4079	4393	4727	4415	3464	5388	4605	4074
FAM214A_ENSG00000047346	521	582	577	521	371	634	395	358
ARAP2_ENSG00000047365	115	160	194	145	138	208	223	226
TPR_ENSG00000047410	8317	9524	9916	9438	6998	11479	11734	11591
CP_ENSG00000047457	1	3	3	0	2	2	1	1
KATNIP_ENSG00000047578	598	587	679	509	414	698	563	563
DTNBP1_ENSG00000047579	1145	1180	1284	1161	1016	1444	1196	1192
XK_ENSG00000047597	216	222	173	184	154	230	264	287
ANO2_ENSG00000047617	8	18	20	15	8	18	2	4
C12orf4_ENSG00000047621	1545	1467	1668	1568	1270	1958	1227	1037
SCML1_ENSG00000047634	2913	2955	3373	3265	2496	3707	2920	3030
WWC3_ENSG00000047644	4	17	15	8	4	14	22	13
ARHGAP6_ENSG00000047648	3	0	0	1	5	0	2	4
FAM184B_ENSG00000047662	9	15	2	7	7	10	3	17
MAP4_ENSG00000047849	5657	6097	6236	6351	4810	7572	8791	8946
GOPC_ENSG00000047932	2410	2387	2651	2695	1963	3136	2775	2732
ROS1_ENSG00000047936	1	6	4	6	2	5	1	2
USP28_ENSG00000048028	1760	1818	1880	1997	1429	2392	2566	2750
HDAC9_ENSG00000048052	46	46	57	42	42	54	67	92
TSPAN17_ENSG00000048140	994	971	958	960	960	1337	1210	1084
NOP16_ENSG00000048162	1138	1209	1213	1211	1097	1517	1172	972
CC2D2A_ENSG00000048342	309	348	384	291	325	416	411	327
RRM2B_ENSG00000048392	2595	2739	2996	2339	2071	2865	2142	1811
ZNF800_ENSG00000048405	555	517	653	567	438	618	657	552
TNFRSF17_ENSG00000048462	0	0	0	0	0	3	0	0
SNX29_ENSG00000048471	516	474	542	515	308	591	560	554
LMO3_ENSG00000048540	1	0	2	1	0	2	2	1
MRPS10_ENSG00000048544	1878	2060	1869	2007	1552	2464	2213	1928
RSF1_ENSG00000048649	1785	1934	2016	1980	1489	2359	2430	2366
VPS13D_ENSG00000048707	1003	1129	1151	1068	810	1268	1678	1528
CELF2_ENSG00000048740	756	720	865	766	546	817	852	795
FAM120A_ENSG00000048828	3550	3626	3814	3775	2864	4407	4998	4243
R3HDM1_ENSG00000048991	2073	2494	2379	2071	1525	2625	2692	2465
COL9A2_ENSG00000049089	90	82	100	70	73	92	78	92
KITLG_ENSG00000049130	862	945	1029	815	818	1023	1178	1026
ERCC8_ENSG00000049167	475	465	483	520	437	647	529	583
ADAMTS6_ENSG00000049192	76	106	94	57	59	88	46	89
H6PD_ENSG00000049239	1348	1229	1338	1364	1051	1563	1899	1906
VAMP3_ENSG00000049245	1736	1774	1623	1719	1562	2021	1928	1764
PER3_ENSG00000049246	80	86	90	94	51	103	75	78
UTS2_ENSG00000049247	1	2	1	8	0	4	1	1
TNFRSF9_ENSG00000049249	45	60	59	54	26	74	42	24
EPN3_ENSG00000049283	37	26	56	17	32	22	0	4
LTBP1_ENSG00000049323	674	748	787	846	670	1051	1280	1453
RCN1_ENSG00000049449	5271	5145	5068	5614	4524	6602	6247	5139
ELN_ENSG00000049540	2	0	5	2	0	0	0	2
RFC2_ENSG00000049541	4406	4704	4719	4617	4065	5407	4267	4145
ARID1B_ENSG00000049618	2385	2724	2551	2560	1719	2939	3153	2910
CLPTM1L_ENSG00000049656	3519	3703	3772	3750	3265	4405	3522	3151
NEDD4L_ENSG00000049759	578	621	626	622	515	753	782	760
FOXP3_ENSG00000049768	45	40	31	36	21	51	55	51
PPP1R3F_ENSG00000049769	222	187	173	193	184	188	193	188
HEXB_ENSG00000049860	1931	1911	2057	2081	1905	2496	2102	2125
PTCD2_ENSG00000049883	1030	1148	1128	1113	811	1360	1237	1371
NEXMIF_ENSG00000050030	16	18	23	18	14	33	57	57
JKAMP_ENSG00000050130	572	527	553	566	473	641	588	556
DKK3_ENSG00000050165	35	28	29	41	27	49	71	104
NFE2L3_ENSG00000050344	271	214	261	231	211	266	334	393
MCUR1_ENSG00000050393	1680	1932	2035	1973	1675	2375	2182	2069
LIMA1_ENSG00000050405	989	982	977	1011	905	1260	1361	1626
LETMD1_ENSG00000050426	1435	1455	1582	1350	1247	1971	1514	1874
SLC4A8_ENSG00000050438	75	71	53	61	32	79	64	76
LAMC3_ENSG00000050555	212	188	213	200	184	225	201	277
PTGER3_ENSG00000050628	11	1	13	3	8	4	3	4
TNIP3_ENSG00000050730	2	2	7	1	4	1	0	3
MAPK9_ENSG00000050748	2468	2648	2757	2627	2091	3277	2841	2815
COL23A1_ENSG00000050767	29	27	23	8	22	34	47	87
BCAR1_ENSG00000050820	1572	1712	1681	1614	1360	1754	1328	1299
FAM160A2_ENSG00000051009	813	739	913	796	531	1038	651	718
HERPUD1_ENSG00000051108	3168	3000	3174	3268	2912	3863	3435	3324
HOMER3_ENSG00000051128	278	205	224	243	187	269	265	301
RAD51_ENSG00000051180	1177	1289	1392	1328	1132	1479	1245	1186
POLQ_ENSG00000051341	1413	1783	1797	1679	1099	2082	1467	1418
PIK3CB_ENSG00000051382	557	541	639	574	460	718	819	735
CYBA_ENSG00000051523	1951	1802	1864	2074	1964	2013	2437	2438
THOC3_ENSG00000051596	2277	2426	2375	2457	2132	2862	2268	2391
HEBP2_ENSG00000051620	1823	1819	1924	2107	1714	2352	2135	2021
MPHOSPH9_ENSG00000051825	1634	1743	1812	1909	1174	2173	1775	1890
PLEKHA5_ENSG00000052126	536	620	692	729	512	875	781	835
PRSS8_ENSG00000052344	5	12	25	12	5	19	18	22
SIKE1_ENSG00000052723	3125	3205	3344	3258	2896	3892	4025	3575
RRP12_ENSG00000052749	3478	3573	3493	3610	2840	4028	3497	2422
FNIP2_ENSG00000052795	620	717	722	757	551	829	748	775
MSMO1_ENSG00000052802	495	543	577	590	470	705	565	660
TTC17_ENSG00000052841	2140	2295	2392	2163	1782	2827	2357	2129
ALX4_ENSG00000052850	374	409	382	398	336	496	633	711
FSTL4_ENSG00000053108	60	80	58	59	56	87	50	87
FOXN3_ENSG00000053254	1050	1184	1250	1033	934	1390	1831	1867
METTL24_ENSG00000053328	16	4	18	12	18	9	12	19
AKR7A2_ENSG00000053371	2170	2052	2065	2132	1885	2451	2757	2590
MRTO4_ENSG00000053372	2836	3024	2989	2974	2729	3635	3060	2340
NNAT_ENSG00000053438	3	2	12	1	0	9	1	1
USE1_ENSG00000053501	802	723	803	741	657	826	742	545
MCF2L2_ENSG00000053524	34	24	18	24	18	38	21	41
NRIP2_ENSG00000053702	28	21	22	23	22	30	28	46
LAMA3_ENSG00000053747	733	758	862	756	629	1016	1034	980
AP5M1_ENSG00000053770	1125	1344	1390	1231	1008	1485	1300	1346
ANAPC4_ENSG00000053900	627	570	598	573	439	668	527	645
KCNQ1_ENSG00000053918	73	80	71	75	82	115	135	179
TRAPPC3_ENSG00000054116	952	955	1092	1045	892	1171	1002	981
THRAP3_ENSG00000054118	5499	6048	6291	6087	4743	6389	6615	5738
PHPT1_ENSG00000054148	2678	2425	2871	2491	2235	2763	1946	1758
ENTPD2_ENSG00000054179	1	4	9	4	14	13	18	38
ARID4B_ENSG00000054267	2717	2658	3159	2812	1816	2918	2393	2112
OPN3_ENSG00000054277	8	7	4	10	4	11	24	15
SDCCAG8_ENSG00000054282	1518	1546	1633	1458	1215	1781	1379	1062
PTPRN_ENSG00000054356	1	7	2	4	0	2	1	0
HHAT_ENSG00000054392	533	424	499	441	408	475	317	367
KIF1B_ENSG00000054523	2515	2760	2915	2533	2029	3230	3654	3913
FOXC1_ENSG00000054598	9072	9678	9309	9862	8647	11414	14468	13646
TBC1D22A_ENSG00000054611	598	542	537	528	448	678	558	547
SYNE2_ENSG00000054654	1036	1121	1103	1198	755	1400	1825	1479
PLEKHH1_ENSG00000054690	567	612	701	640	488	857	688	970
ATP9A_ENSG00000054793	1342	1475	1439	1561	1186	1771	2272	1988
CHRDL2_ENSG00000054938	5	0	0	0	0	1	5	3
FAM168A_ENSG00000054965	1891	2069	2135	2010	1472	2323	2470	2490
RELT_ENSG00000054967	648	704	734	659	627	763	560	531
GALC_ENSG00000054983	148	137	158	161	143	191	210	154
NOP58_ENSG00000055044	8125	8510	9118	8722	6526	10637	7422	6140
SZRD1_ENSG00000055070	3798	3669	3682	3808	3494	4218	4125	3884
KCNH2_ENSG00000055118	152	146	162	225	125	219	180	243
CUL1_ENSG00000055130	4603	4607	4738	4710	3931	5851	5499	4745
FAM114A2_ENSG00000055147	1018	1032	944	1088	873	1194	1122	996
CYFIP2_ENSG00000055163	4431	4650	4948	4138	3494	5360	4555	4332
TAB2_ENSG00000055208	4404	4660	4782	4560	3266	5343	4449	4111
GINM1_ENSG00000055211	1180	1141	1161	1227	1034	1511	1212	1241
EIF2AK2_ENSG00000055332	1717	2066	1974	1999	1497	2476	2663	2563
USP36_ENSG00000055483	2971	3217	3285	3036	2152	3451	2742	2239
KMT2C_ENSG00000055609	2319	2436	2656	2500	1534	2795	2608	2073
MCOLN3_ENSG00000055732	943	994	1099	931	519	1080	509	403
CCDC85A_ENSG00000055813	5	0	1	8	4	0	2	6
PUM2_ENSG00000055917	2771	2669	2958	2845	2035	3366	3262	2983
MRPL43_ENSG00000055950	1281	1162	1390	1315	1203	1487	1330	1360
ITIH4_ENSG00000055955	19	8	11	18	12	24	4	9
ITIH1_ENSG00000055957	5	0	1	0	3	3	0	2
HPF1_ENSG00000056050	1210	1184	1453	1357	1172	1600	1549	1567
ZFR_ENSG00000056097	6230	6377	6634	6722	4897	7572	7384	6484
ZNF280C_ENSG00000056277	1382	1539	1539	1700	993	1743	1607	1569
NPFFR2_ENSG00000056291	7	2	2	6	6	13	8	13
PHF21B_ENSG00000056487	1227	1363	1659	1273	936	1468	1044	963
TRAF1_ENSG00000056558	108	117	128	119	98	154	172	169
RC3H2_ENSG00000056586	2650	2730	3174	2839	1921	3270	2733	2513
IL17RB_ENSG00000056736	438	403	388	423	362	558	429	457
TRAF3IP2_ENSG00000056972	289	287	280	309	250	389	315	368
GYG2_ENSG00000056998	402	473	435	474	467	560	751	882
DCBLD2_ENSG00000057019	1446	1291	1344	1489	1171	1618	1852	1605
SOAT1_ENSG00000057252	1612	1683	1783	1765	1546	1950	2301	1861
PKP2_ENSG00000057294	355	396	343	392	333	494	616	668
MSH4_ENSG00000057468	15	5	10	8	6	15	4	1
GDI2_ENSG00000057608	5283	5393	5350	5348	4664	6755	6415	6392
PRDM1_ENSG00000057657	82	76	106	55	48	70	20	16
ATG5_ENSG00000057663	1054	1054	1168	1132	1009	1287	907	967
TMCC3_ENSG00000057704	131	141	178	159	109	222	233	299
PITHD1_ENSG00000057757	1712	1937	1963	1870	1423	2164	1779	1514
MTA3_ENSG00000057935	1412	1517	1551	1550	1242	1761	1542	1717
USP13_ENSG00000058056	576	650	634	639	470	808	758	925
ATP11B_ENSG00000058063	1094	1054	1066	1277	893	1429	1344	1366
LAMC2_ENSG00000058085	108	57	64	79	37	89	76	75
CDK14_ENSG00000058091	509	619	502	552	444	627	715	645
SEC61A1_ENSG00000058262	11881	11964	12722	12812	10866	15402	15191	11809
PPP1R12A_ENSG00000058272	1688	2021	1988	2018	1364	2352	1993	2031
RASGRF1_ENSG00000058335	19	10	14	17	7	6	19	31
CAMK2B_ENSG00000058404	106	142	166	145	88	172	135	206
CROCC_ENSG00000058453	333	374	403	471	346	526	502	517
POLR3E_ENSG00000058600	2256	2133	2366	2487	1795	2826	2632	2647
ATP2B4_ENSG00000058668	1314	1497	1368	1482	1175	1736	2275	2203
ZC3H11A_ENSG00000058673	150	200	202	197	146	179	210	235
RIOK2_ENSG00000058729	1390	1532	1565	1457	1150	1898	1207	1183
YIPF1_ENSG00000058799	501	475	464	447	418	514	397	393
NDC1_ENSG00000058804	2783	2786	2974	3051	2604	3868	3923	3615
DGKG_ENSG00000058866	0	0	6	1	4	1	4	5
FLYWCH1_ENSG00000059122	1997	1886	1888	2023	1829	2171	1993	2108
UNKL_ENSG00000059145	562	454	561	533	455	651	578	562
TBXAS1_ENSG00000059377	41	52	45	26	47	62	59	62
PARP12_ENSG00000059378	10	0	9	3	5	9	0	4
ALDH18A1_ENSG00000059573	4606	4805	4760	4937	3977	5768	5602	5485
TARBP1_ENSG00000059588	1739	1842	1837	1848	1435	2320	1895	2149
GATB_ENSG00000059691	956	925	930	1078	818	1170	977	801
MXD1_ENSG00000059728	600	673	725	601	539	715	339	281
CDK17_ENSG00000059758	965	1025	1081	1071	874	1233	1206	1127
DNAJC25_ENSG00000059769	425	558	576	485	353	567	327	266
SLC2A3_ENSG00000059804	201	255	197	246	190	336	389	947
PSD_ENSG00000059915	167	197	210	192	142	224	85	101
CTDP1_ENSG00000060069	787	833	847	700	687	807	762	638
YBX3_ENSG00000060138	14849	15237	15902	15434	12809	17868	14236	12540
STYK1_ENSG00000060140	32	27	24	26	15	35	22	19
WNK1_ENSG00000060237	5482	6092	5949	5847	4403	6812	9051	8478
RPS17P5_ENSG00000060303	7	3	1	9	1	1	0	3
CCAR1_ENSG00000060339	4988	5123	5556	5303	3909	6207	5392	4095
OGFR_ENSG00000060491	1077	1055	1218	1073	958	1247	1103	1292
GNA15_ENSG00000060558	2	5	10	10	2	13	2	2
CREB3L3_ENSG00000060566	4	0	0	2	0	1	3	0
PIGV_ENSG00000060642	338	299	320	342	287	397	436	464
PTPRU_ENSG00000060656	2139	2130	2558	2202	1916	2632	2967	3967
SNRNP40_ENSG00000060688	2208	2337	2368	2417	2079	2750	2340	2454
RIMBP2_ENSG00000060709	2	0	0	1	2	1	0	3
COL11A1_ENSG00000060718	17	10	12	3	4	29	0	2
QSER1_ENSG00000060749	2990	3486	3442	3492	2631	4236	4882	4064
MPC1_ENSG00000060762	1417	1589	1551	1678	1321	1905	1443	1266
ACAA1_ENSG00000060971	976	942	1024	939	804	1139	766	729
BCAT1_ENSG00000060982	4058	4408	4353	4706	3662	5275	6352	4977
HDAC7_ENSG00000061273	733	682	688	794	598	914	835	1020
LZTS1_ENSG00000061337	33	45	45	48	36	72	92	123
PRDM6_ENSG00000061455	323	368	340	319	211	389	400	507
WNT8A_ENSG00000061492	1	0	2	0	0	0	0	0
SPAG4_ENSG00000061656	59	40	63	43	43	63	30	77
NCKAP1_ENSG00000061676	3737	4008	3914	4052	3283	4922	5185	4914
MRPS35_ENSG00000061794	1917	2067	2098	2213	1846	2602	2260	1928
GUCY1B1_ENSG00000061918	295	411	373	381	304	444	555	637
SFSWAP_ENSG00000061936	2119	2213	2516	2099	1606	2480	2089	1874
TNK2_ENSG00000061938	954	1107	1027	1009	787	1109	1000	998
MON2_ENSG00000061987	1861	1928	2129	1864	1345	2239	1819	1615
CDH3_ENSG00000062038	50	93	100	55	42	84	32	90
